,url,address,location.lat,location.lng
23,https://www.airbnb.com/rooms/32385591,Belo Horizonte,-19.85,-44.004
24,https://www.airbnb.com/rooms/1019002964842986556,Belo Horizonte,-19.878,-44.001
25,https://www.airbnb.com/rooms/1040594193718430302,Belo Horizonte,-19.878,-44.001
26,https://www.airbnb.com/rooms/1157232129292028155,Belo Horizonte,-19.88797,-44.00249
27,https://www.airbnb.com/rooms/1128213219808671586,Belo Horizonte,-19.888,-44.002
28,https://www.airbnb.com/rooms/47187114,Belo Horizonte,-19.83517,-44.00431
29,https://www.airbnb.com/rooms/960196658116059828,Belo Horizonte,-19.88357,-43.99397
30,https://www.airbnb.com/rooms/1144110518582467483,Belo Horizonte,-19.876,-43.994
31,https://www.airbnb.com/rooms/1131295220446831983,Belo Horizonte,-19.88536,-43.99364
32,https://www.airbnb.com/rooms/823373718355347804,Belo Horizonte,-19.91833,-43.98967
33,https://www.airbnb.com/rooms/1075390521062087708,Belo Horizonte,-19.926,-43.989
34,https://www.airbnb.com/rooms/51247673,Belo Horizonte,-19.92311,-43.99135
35,https://www.airbnb.com/rooms/1142795653470025552,Belo Horizonte,-19.925,-43.991
36,https://www.airbnb.com/rooms/38095244,Belo Horizonte,-19.92589,-43.99229
37,https://www.airbnb.com/rooms/46730613,Belo Horizonte,-19.86984,-43.99352
38,https://www.airbnb.com/rooms/36200285,Belo Horizonte,-19.86675,-43.99402
39,https://www.airbnb.com/rooms/53738319,Belo Horizonte,-19.8697,-43.99391
40,https://www.airbnb.com/rooms/42147050,Belo Horizonte,-19.9244,-43.98944
41,https://www.airbnb.com/rooms/1157130584891972951,Belo Horizonte,-19.83217,-43.99441
42,https://www.airbnb.com/rooms/29093538,Belo Horizonte,-19.86676,-43.99327
43,https://www.airbnb.com/rooms/1082000964201371514,Belo Horizonte,-19.85072,-43.98856
44,https://www.airbnb.com/rooms/1149115749856809033,Belo Horizonte,-19.844,-43.985
45,https://www.airbnb.com/rooms/1147355536033186655,Belo Horizonte,-19.842,-43.984
46,https://www.airbnb.com/rooms/759519129222594937,Belo Horizonte,-19.84083,-43.98412
47,https://www.airbnb.com/rooms/920832993049213084,Belo Horizonte,-19.841,-43.98466
48,https://www.airbnb.com/rooms/774509660121154145,Belo Horizonte,-19.84685,-43.98255
49,https://www.airbnb.com/rooms/773412768071142366,Belo Horizonte,-19.84098,-43.98953
50,https://www.airbnb.com/rooms/1081961409265708663,Belo Horizonte,-19.85068,-43.98691
51,https://www.airbnb.com/rooms/963984686180475787,Belo Horizonte,-19.8423,-43.98198
52,https://www.airbnb.com/rooms/931761848303773522,Belo Horizonte,-19.84081,-43.9843
53,https://www.airbnb.com/rooms/774870953336947053,Belo Horizonte,-19.84,-43.991
54,https://www.airbnb.com/rooms/939201684938714435,Belo Horizonte,-19.84274,-43.98308
55,https://www.airbnb.com/rooms/51878874,Belo Horizonte,-19.84274,-43.98266
56,https://www.airbnb.com/rooms/774510320681288518,Belo Horizonte,-19.84002,-43.99167
57,https://www.airbnb.com/rooms/1040831166740270070,Belo Horizonte,-19.84263,-43.98633
58,https://www.airbnb.com/rooms/788118103399347581,Belo Horizonte,-19.84888,-43.98282
59,https://www.airbnb.com/rooms/49583836,Belo Horizonte,-19.93772,-43.95189
60,https://www.airbnb.com/rooms/46279172,Belo Horizonte,-19.92911,-43.94836
61,https://www.airbnb.com/rooms/26298268,Belo Horizonte,-19.93098,-43.92354
62,https://www.airbnb.com/rooms/48089692,Belo Horizonte,-19.93041,-43.9478
63,https://www.airbnb.com/rooms/48090269,Belo Horizonte,-19.92872,-43.94822
64,https://www.airbnb.com/rooms/47596529,Belo Horizonte,-19.81042,-44.14176
65,https://www.airbnb.com/rooms/623165293751387327,Belo Horizonte,-19.95362,-43.91255
66,https://www.airbnb.com/rooms/49364323,Belo Horizonte,-19.88559,-43.93828
67,https://www.airbnb.com/rooms/49560632,Belo Horizonte,-19.92479,-43.91383
68,https://www.airbnb.com/rooms/7402294,Belo Horizonte,-19.93166,-43.95212
69,https://www.airbnb.com/rooms/822366864542195747,Belo Horizonte,-20.08274,-44.03417
70,https://www.airbnb.com/rooms/1084159694238840147,Belo Horizonte,-19.84803,-43.97366
71,https://www.airbnb.com/rooms/45933954,Belo Horizonte,-19.95319,-43.93788
72,https://www.airbnb.com/rooms/38566020,Belo Horizonte,-19.89617,-43.92448
73,https://www.airbnb.com/rooms/53963150,Belo Horizonte,-19.89277,-44.14223
74,https://www.airbnb.com/rooms/2286215,Belo Horizonte,-19.97456,-43.97152
75,https://www.airbnb.com/rooms/17364894,Belo Horizonte,-19.916,-43.941
76,https://www.airbnb.com/rooms/831838093592568957,Belo Horizonte,-19.92353,-43.95468
77,https://www.airbnb.com/rooms/736108838473686339,Belo Horizonte,-19.854,-43.991
78,https://www.airbnb.com/rooms/774721173889499781,Belo Horizonte,-19.89009,-44.11263
79,https://www.airbnb.com/rooms/1071946349935202195,Belo Horizonte,-19.93074,-43.93637
80,https://www.airbnb.com/rooms/1107131277455874085,Belo Horizonte,-19.848,-43.978
81,https://www.airbnb.com/rooms/35027258,Belo Horizonte,-19.91023,-44.14621
82,https://www.airbnb.com/rooms/1076848810499431922,Belo Horizonte,-19.873,-43.902
83,https://www.airbnb.com/rooms/9631029,Belo Horizonte,-19.93252,-43.9343
84,https://www.airbnb.com/rooms/1011091074931378184,Belo Horizonte,-20.06137,-43.91572
85,https://www.airbnb.com/rooms/32166098,Belo Horizonte,-19.93727,-43.91891
86,https://www.airbnb.com/rooms/1098580611208270478,Belo Horizonte,-20.063,-43.929
87,https://www.airbnb.com/rooms/1097902572545234214,Belo Horizonte,-20.102,-43.928
88,https://www.airbnb.com/rooms/48005113,Belo Horizonte,-20.03407,-43.82358
89,https://www.airbnb.com/rooms/50360185,Belo Horizonte,-19.71359,-44.14285
90,https://www.airbnb.com/rooms/1085334794707904867,Belo Horizonte,-19.89145,-43.92351
91,https://www.airbnb.com/rooms/742602572496183895,Belo Horizonte,-19.969,-44.026
92,https://www.airbnb.com/rooms/561379340683951008,Belo Horizonte,-20.01433,-44.18778
93,https://www.airbnb.com/rooms/579090181069213103,Belo Horizonte,-19.93619,-44.03512
94,https://www.airbnb.com/rooms/2562982,Belo Horizonte,-19.87637,-44.02936
95,https://www.airbnb.com/rooms/20379551,Belo Horizonte,-19.93741,-43.92012
96,https://www.airbnb.com/rooms/803807922942624193,Belo Horizonte,-19.71014,-43.97917
97,https://www.airbnb.com/rooms/1068894176302982404,Belo Horizonte,-20.05391,-43.7967
98,https://www.airbnb.com/rooms/1044197617562612186,Belo Horizonte,-19.6826,-43.79577
99,https://www.airbnb.com/rooms/2375659,Belo Horizonte,-19.86502,-43.99078
100,https://www.airbnb.com/rooms/811523164163197128,Belo Horizonte,-19.70987,-43.97924
